section,category,description,region,date,metric,value
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-07-26,Patients Discharged or Transferred Within the Last 24 Hours,25
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-07-26,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,30
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-07-27,Patients Discharged or Transferred Within the Last 24 Hours,24
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-07-27,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,31
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-07-28,Patients Discharged or Transferred Within the Last 24 Hours,30
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-07-28,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,28
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-07-29,Patients Discharged or Transferred Within the Last 24 Hours,31
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-07-29,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,26
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-07-30,Patients Discharged or Transferred Within the Last 24 Hours,34
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-07-30,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,26
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-07-31,Patients Discharged or Transferred Within the Last 24 Hours,32
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-07-31,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,27
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-01,Patients Discharged or Transferred Within the Last 24 Hours,25
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-01,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,29
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-02,Patients Discharged or Transferred Within the Last 24 Hours,25
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-02,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,29
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-03,Patients Discharged or Transferred Within the Last 24 Hours,34
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-03,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,30
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-04,Patients Discharged or Transferred Within the Last 24 Hours,31
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-04,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,30
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-05,Patients Discharged or Transferred Within the Last 24 Hours,25
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-05,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,29
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-06,Patients Discharged or Transferred Within the Last 24 Hours,22
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-06,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,28
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-07,Patients Discharged or Transferred Within the Last 24 Hours,19
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-07,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,26
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-08,Patients Discharged or Transferred Within the Last 24 Hours,17
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-08,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,25
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-09,Patients Discharged or Transferred Within the Last 24 Hours,17
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-09,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,24
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-10,Patients Discharged or Transferred Within the Last 24 Hours,30
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-10,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,23
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-11,Patients Discharged or Transferred Within the Last 24 Hours,25
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-11,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,22
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-12,Patients Discharged or Transferred Within the Last 24 Hours,29
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-12,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,23
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-13,Patients Discharged or Transferred Within the Last 24 Hours,22
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-13,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,23
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-14,Patients Discharged or Transferred Within the Last 24 Hours,14
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-14,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,22
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-15,Patients Discharged or Transferred Within the Last 24 Hours,16
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-15,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,22
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-16,Patients Discharged or Transferred Within the Last 24 Hours,12
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-16,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,21
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-17,Patients Discharged or Transferred Within the Last 24 Hours,23
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-17,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,20
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-18,Patients Discharged or Transferred Within the Last 24 Hours,17
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-18,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,19
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-19,Patients Discharged or Transferred Within the Last 24 Hours,17
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-19,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,17
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-20,Patients Discharged or Transferred Within the Last 24 Hours,30
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-20,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,18
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-21,Patients Discharged or Transferred Within the Last 24 Hours,32
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-21,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,21
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-22,Patients Discharged or Transferred Within the Last 24 Hours,13
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-22,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,21
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-23,Patients Discharged or Transferred Within the Last 24 Hours,19
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-23,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,22
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-24,Patients Discharged or Transferred Within the Last 24 Hours,18
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-24,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,21
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-25,Patients Discharged or Transferred Within the Last 24 Hours,26
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-25,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,22
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-26,Patients Discharged or Transferred Within the Last 24 Hours,14
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-26,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,22
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-27,Patients Discharged or Transferred Within the Last 24 Hours,26
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-27,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,21
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-28,Patients Discharged or Transferred Within the Last 24 Hours,14
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-28,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,19
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-29,Patients Discharged or Transferred Within the Last 24 Hours,12
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-29,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,18
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-30,Patients Discharged or Transferred Within the Last 24 Hours,13
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-30,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,18
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-31,Patients Discharged or Transferred Within the Last 24 Hours,7
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-08-31,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,16
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-01,Patients Discharged or Transferred Within the Last 24 Hours,26
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-01,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,16
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-02,Patients Discharged or Transferred Within the Last 24 Hours,13
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-02,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,16
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-03,Patients Discharged or Transferred Within the Last 24 Hours,19
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-03,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,15
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-04,Patients Discharged or Transferred Within the Last 24 Hours,18
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-04,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,15
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-05,Patients Discharged or Transferred Within the Last 24 Hours,20
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-05,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,17
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-06,Patients Discharged or Transferred Within the Last 24 Hours,8
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-06,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,16
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-07,Patients Discharged or Transferred Within the Last 24 Hours,17
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-07,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,17
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-08,Patients Discharged or Transferred Within the Last 24 Hours,19
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-08,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,16
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-09,Patients Discharged or Transferred Within the Last 24 Hours,9
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-09,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,16
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-10,Patients Discharged or Transferred Within the Last 24 Hours,15
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-10,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,15
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-11,Patients Discharged or Transferred Within the Last 24 Hours,22
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-11,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,16
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-12,Patients Discharged or Transferred Within the Last 24 Hours,17
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-12,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,15
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-13,Patients Discharged or Transferred Within the Last 24 Hours,6
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-13,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,15
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-14,Patients Discharged or Transferred Within the Last 24 Hours,22
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-14,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,16
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-15,Patients Discharged or Transferred Within the Last 24 Hours,13
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-15,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,15
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-16,Patients Discharged or Transferred Within the Last 24 Hours,23
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-16,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,17
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-17,Patients Discharged or Transferred Within the Last 24 Hours,21
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-17,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,18
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-18,Patients Discharged or Transferred Within the Last 24 Hours,13
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-18,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,16
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-19,Patients Discharged or Transferred Within the Last 24 Hours,20
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-19,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,17
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-20,Patients Discharged or Transferred Within the Last 24 Hours,17
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-20,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,18
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-21,Patients Discharged or Transferred Within the Last 24 Hours,15
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-21,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,17
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-22,Patients Discharged or Transferred Within the Last 24 Hours,26
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-22,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,19
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-23,Patients Discharged or Transferred Within the Last 24 Hours,19
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-23,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,19
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-24,Patients Discharged or Transferred Within the Last 24 Hours,33
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-24,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,20
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-25,Patients Discharged or Transferred Within the Last 24 Hours,20
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-25,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,21
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-26,Patients Discharged or Transferred Within the Last 24 Hours,21
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-26,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,22
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-27,Patients Discharged or Transferred Within the Last 24 Hours,17
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-27,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,22
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-28,Patients Discharged or Transferred Within the Last 24 Hours,28
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-28,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,23
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-29,Patients Discharged or Transferred Within the Last 24 Hours,31
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-29,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,24
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-30,Patients Discharged or Transferred Within the Last 24 Hours,31
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-09-30,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,26
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-01,Patients Discharged or Transferred Within the Last 24 Hours,25
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-01,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,25
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-02,Patients Discharged or Transferred Within the Last 24 Hours,20
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-02,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,25
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-03,Patients Discharged or Transferred Within the Last 24 Hours,33
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-03,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,26
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-04,Patients Discharged or Transferred Within the Last 24 Hours,26
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-04,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,28
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-05,Patients Discharged or Transferred Within the Last 24 Hours,20
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-05,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,27
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-06,Patients Discharged or Transferred Within the Last 24 Hours,41
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-06,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,28
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-07,Patients Discharged or Transferred Within the Last 24 Hours,31
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-07,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,28
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-08,Patients Discharged or Transferred Within the Last 24 Hours,29
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-08,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,29
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-09,Patients Discharged or Transferred Within the Last 24 Hours,36
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-09,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,31
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-10,Patients Discharged or Transferred Within the Last 24 Hours,22
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-10,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,29
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-11,Patients Discharged or Transferred Within the Last 24 Hours,21
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-11,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,29
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-12,Patients Discharged or Transferred Within the Last 24 Hours,34
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-12,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,31
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-13,Patients Discharged or Transferred Within the Last 24 Hours,53
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-13,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,32
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-14,Patients Discharged or Transferred Within the Last 24 Hours,46
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-14,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,34
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-15,Patients Discharged or Transferred Within the Last 24 Hours,66
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-15,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,40
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-16,Patients Discharged or Transferred Within the Last 24 Hours,53
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-16,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,42
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-17,Patients Discharged or Transferred Within the Last 24 Hours,40
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-17,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,45
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-18,Patients Discharged or Transferred Within the Last 24 Hours,49
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-18,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,49
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-19,Patients Discharged or Transferred Within the Last 24 Hours,49
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-19,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,51
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-20,Patients Discharged or Transferred Within the Last 24 Hours,61
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-20,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,52
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-21,Patients Discharged or Transferred Within the Last 24 Hours,66
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-21,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,55
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-22,Patients Discharged or Transferred Within the Last 24 Hours,42
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-22,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,51
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-23,Patients Discharged or Transferred Within the Last 24 Hours,69
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-23,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,54
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-24,Patients Discharged or Transferred Within the Last 24 Hours,50
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-24,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,55
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-25,Patients Discharged or Transferred Within the Last 24 Hours,65
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-25,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,57
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-26,Patients Discharged or Transferred Within the Last 24 Hours,50
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-26,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,58
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-27,Patients Discharged or Transferred Within the Last 24 Hours,40
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-27,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,55
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-28,Patients Discharged or Transferred Within the Last 24 Hours,56
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-28,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,53
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-29,Patients Discharged or Transferred Within the Last 24 Hours,74
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-29,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,58
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-30,Patients Discharged or Transferred Within the Last 24 Hours,56
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-30,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,56
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-31,Patients Discharged or Transferred Within the Last 24 Hours,109
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-10-31,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,64
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-01,Patients Discharged or Transferred Within the Last 24 Hours,75
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-01,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,66
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-02,Patients Discharged or Transferred Within the Last 24 Hours,68
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-02,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,68
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-03,Patients Discharged or Transferred Within the Last 24 Hours,73
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-03,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,73
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-04,Patients Discharged or Transferred Within the Last 24 Hours,89
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-04,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,78
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-05,Patients Discharged or Transferred Within the Last 24 Hours,98
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-05,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,81
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-06,Patients Discharged or Transferred Within the Last 24 Hours,112
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-06,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,89
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-07,Patients Discharged or Transferred Within the Last 24 Hours,83
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-07,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,85
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-08,Patients Discharged or Transferred Within the Last 24 Hours,105
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-08,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,90
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-09,Patients Discharged or Transferred Within the Last 24 Hours,71
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-09,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,90
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-10,Patients Discharged or Transferred Within the Last 24 Hours,108
Hospital Data,Hospital Level,Discharges (Daily),Colorado,2020-11-10,7-Day Average of Patients Discharged or Transferred Within the Last 24 Hours,95
